Prüflosbezeichnung;"Redux 312_quer+längs_alte Proben"
Proben-Nr;"I10_1"
Prüfer;"JuBr"
Werkstoff;"6082"
Prüfnorm;"DIN EN ISO 527                                                   "
Prüfgeschwindigkeit;3,6;mm/min
Prüfklima;"23 °C / 50 % rF"
Bemerkungen;""

Zeit;Traversenweg;Last;Dehnung 1;Zugdehnung;Zugspannung;Axiale Dehnung (Video);Zugverformung;Transversale Dehnung (Video);Transversale Verformung 1
(sec);(mm);(N);(%);(mm/mm);(MPa);(%);(mm);(%);(mm)
50,98000;3,05855;24546,31090;1,27532;0,01419;306,82889;1,41936;0,46624;0,43591;-0,04469
51,08000;3,06444;24546,27872;1,27546;0,01425;306,82848;1,42458;0,46795;0,42693;-0,04377
51,18000;3,07028;24553,67088;1,27573;0,01435;306,92089;1,43479;0,47130;0,43215;-0,04431
51,28000;3,07639;24556,17785;1,27536;0,01442;306,95222;1,44228;0,47377;0,43057;-0,04414
51,38000;3,08218;24558,44879;1,27556;0,01454;306,98061;1,45424;0,47769;0,44139;-0,04525
51,48000;3,08839;24564,70370;1,27566;0,01463;307,05880;1,46333;0,48068;0,44754;-0,04588
51,58000;3,09444;24566,35773;1,27547;0,01474;307,07947;1,47371;0,48409;0,44196;-0,04531
51,68000;3,10044;24573,61579;1,27558;0,01484;307,17020;1,48360;0,48734;0,44554;-0,04568
51,78000;3,10644;24575,79553;1,27559;0,01491;307,19744;1,49105;0,48978;0,44936;-0,04607
51,88000;3,11228;24579,38969;1,27523;0,01500;307,24237;1,50010;0,49276;0,45342;-0,04649
51,98000;3,11844;24583,52387;1,27575;0,01512;307,29405;1,51190;0,49663;0,44851;-0,04598
52,08000;3,12423;24584,03170;1,27552;0,01519;307,30040;1,51919;0,49903;0,44800;-0,04593
52,18000;3,13044;24591,85660;1,27546;0,01528;307,39821;1,52848;0,50208;0,45391;-0,04654
52,28000;3,13644;24592,81862;1,27565;0,01539;307,41023;1,53935;0,50565;0,45507;-0,04666
52,38000;3,14223;24598,97697;1,27546;0,01545;307,48721;1,54502;0,50751;0,45853;-0,04701
52,48000;3,14850;24603,89793;1,27533;0,01553;307,54872;1,55291;0,51010;0,45921;-0,04708
52,58000;3,15428;24603,71375;1,27562;0,01557;307,54642;1,55706;0,51147;0,46307;-0,04748
52,68000;3,16050;24610,58199;1,27536;0,01570;307,63227;1,57010;0,51575;0,46665;-0,04784
52,78000;3,16639;24611,43136;1,27530;0,01581;307,64289;1,58142;0,51947;0,46353;-0,04752
52,88000;3,17234;24617,76316;1,27560;0,01590;307,72204;1,58999;0,52229;0,46728;-0,04791
52,98000;3,17839;24620,23437;1,27516;0,01595;307,75293;1,59539;0,52406;0,45061;-0,04620
53,08000;3,18418;24623,87145;1,27535;0,01600;307,79839;1,60017;0,52563;0,41683;-0,04274
53,18000;3,19061;24629,61674;1,27548;0,01611;307,87021;1,61061;0,52906;0,41538;-0,04259
53,28000;3,19639;24628,34537;1,27538;0,01621;307,85432;1,62050;0,53231;0,41156;-0,04220
53,38000;3,20244;24637,07507;1,27534;0,01627;307,96344;1,62687;0,53440;0,42151;-0,04322
53,48000;3,20844;24637,10546;1,27540;0,01636;307,96382;1,63567;0,53729;0,42842;-0,04392
53,58000;3,21418;24641,14666;1,27524;0,01643;308,01433;1,64331;0,53980;0,42787;-0,04387
53,68000;3,22050;24646,43061;1,27539;0,01656;308,08038;1,65567;0,54386;0,42701;-0,04378
53,78000;3,22628;24645,46323;1,27536;0,01663;308,06829;1,66338;0,54639;0,43215;-0,04431
53,88000;3,23250;24653,55635;1,27544;0,01671;308,16945;1,67141;0,54903;0,42610;-0,04369
53,98000;3,23839;24654,69003;1,27532;0,01683;308,18363;1,68271;0,55274;0,43342;-0,04444
54,08000;3,24434;24660,56406;1,27534;0,01691;308,25705;1,69075;0,55538;0,43967;-0,04508
54,18000;3,25039;24661,94272;1,27538;0,01701;308,27428;1,70097;0,55874;0,43890;-0,04500
54,28000;3,25623;24664,09028;1,27536;0,01713;308,30113;1,71289;0,56266;0,43084;-0,04417
54,38000;3,26250;24670,78507;1,27535;0,01720;308,38481;1,72020;0,56506;0,44068;-0,04518
54,48000;3,26834;24670,16101;1,27537;0,01735;308,37701;1,73474;0,56983;0,44068;-0,04518
54,58000;3,27439;24679,04985;1,27549;0,01736;308,48812;1,73608;0,57027;0,44616;-0,04574
54,68000;3,28050;24680,81474;1,27526;0,01748;308,51018;1,74788;0,57415;0,45055;-0,04619
54,78000;3,28618;24681,97525;1,27548;0,01758;308,52469;1,75842;0,57761;0,45966;-0,04713
54,88000;3,29244;24687,51490;1,27542;0,01770;308,59394;1,76967;0,58131;0,45349;-0,04649
54,98000;3,29839;24687,50060;1,27529;0,01778;308,59376;1,77846;0,58420;0,46387;-0,04756
55,08000;3,30439;24694,18645;1,27539;0,01786;308,67733;1,78562;0,58655;0,47425;-0,04862
55,18000;3,31039;24697,24953;1,27560;0,01792;308,71562;1,79237;0,58876;0,47334;-0,04853
55,28000;3,31628;24700,91164;1,27523;0,01802;308,76140;1,80186;0,59188;0,47937;-0,04915
55,38000;3,32250;24704,59878;1,27552;0,01812;308,80748;1,81244;0,59536;0,48895;-0,05013
55,48000;3,32828;24704,43964;1,27558;0,01817;308,80550;1,81744;0,59700;0,48640;-0,04987
55,58000;3,33455;24712,12864;1,27546;0,01828;308,90161;1,82848;0,60063;0,48957;-0,05019
55,68000;3,34039;24711,89797;1,27561;0,01839;308,89872;1,83917;0,60414;0,48018;-0,04923
55,78000;3,34623;24718,35494;1,27534;0,01848;308,97944;1,84762;0,60691;0,50191;-0,05146
55,88000;3,35244;24721,85791;1,27539;0,01859;309,02322;1,85922;0,61072;0,50516;-0,05179
55,98000;3,35818;24721,50564;1,27550;0,01864;309,01882;1,86386;0,61225;0,51020;-0,05231
56,08000;3,36455;24730,20315;1,27550;0,01872;309,12754;1,87230;0,61502;0,50574;-0,05185
56,18000;3,37050;24729,50399;1,27539;0,01882;309,11880;1,88233;0,61831;0,51835;-0,05314
56,28000;3,37639;24735,51393;1,27564;0,01890;309,19392;1,89006;0,62085;0,52760;-0,05409
56,38000;3,38239;24737,67400;1,27538;0,01896;309,22092;1,89628;0,62290;0,54847;-0,05623
56,48000;3,38823;24740,11838;1,27558;0,01902;309,25148;1,90168;0,62467;0,55177;-0,05657
56,58000;3,39444;24744,35985;1,27560;0,01914;309,30450;1,91419;0,62878;0,55511;-0,05691
56,68000;3,40028;24744,02189;1,27521;0,01922;309,30027;1,92232;0,63145;0,55311;-0,05671
56,78000;3,40644;24753,76725;1,27552;0,01931;309,42209;1,93056;0,63416;0,56554;-0,05798
56,88000;3,41244;24753,18968;1,27529;0,01941;309,41487;1,94091;0,63756;0,56765;-0,05820
56,98000;3,41818;24757,59745;1,27516;0,01943;309,46997;1,94336;0,63836;0,57558;-0,05901
57,08000;3,42455;24761,60645;1,27540;0,01948;309,52008;1,94780;0,63982;0,58263;-0,05973
57,18000;3,43028;24759,97210;1,27550;0,01957;309,49965;1,95667;0,64273;0,57401;-0,05885
57,28000;3,43650;24768,67318;1,27515;0,01966;309,60841;1,96631;0,64590;0,57577;-0,05903
57,38000;3,44239;24768,58020;1,27547;0,01971;309,60725;1,97058;0,64730;0,58735;-0,06022
57,48000;3,44828;24774,23608;1,27544;0,01980;309,67795;1,97963;0,65028;0,58348;-0,05982
57,58000;3,45439;24776,52848;1,27540;0,01988;309,70661;1,98793;0,65300;0,58578;-0,06006
57,68000;3,46028;24778,16820;1,27547;0,01990;309,72710;1,99008;0,65371;0,58270;-0,05974
57,78000;3,46655;24783,10704;1,27544;0,02002;309,78884;2,00181;0,65756;0,58875;-0,06036
57,88000;3,47234;24782,95326;1,27537;0,02007;309,78692;2,00743;0,65941;0,58715;-0,06020
57,98000;3,47839;24791,35573;1,27554;0,02018;309,89195;2,01754;0,66273;0,59340;-0,06084
58,08000;3,48439;24792,35530;1,27548;0,02023;309,90444;2,02316;0,66458;0,59580;-0,06109
58,18000;3,49018;24795,62223;1,27539;0,02039;309,94528;2,03863;0,66966;0,59575;-0,06108
58,28000;3,49650;24802,02913;1,27558;0,02042;310,02536;2,04195;0,67075;0,59635;-0,06114
58,38000;3,50239;24800,31431;1,27521;0,02051;310,00393;2,05142;0,67386;0,60242;-0,06176
58,48000;3,50844;24808,23398;1,27550;0,02062;310,10292;2,06165;0,67722;0,60472;-0,06200
58,58000;3,51444;24809,42667;1,27547;0,02072;310,11783;2,07151;0,68045;0,61199;-0,06274
58,68000;3,52023;24812,50584;1,27518;0,02081;310,15632;2,08135;0,68369;0,60512;-0,06204
58,78000;3,52639;24816,85638;1,27531;0,02087;310,21070;2,08731;0,68565;0,62014;-0,06358
58,88000;3,53228;24817,20865;1,27563;0,02099;310,21511;2,09851;0,68932;0,60997;-0,06254
58,98000;3,53850;24824,14305;1,27519;0,02102;310,30179;2,10168;0,69037;0,56215;-0,05763
59,08000;3,54439;24824,53287;1,27559;0,02116;310,30666;2,11556;0,69492;0,56085;-0,05750
59,18000;3,55034;24831,11858;1,27537;0,02121;310,38898;2,12148;0,69687;0,55845;-0,05726
59,28000;3,55644;24833,17494;1,27532;0,02132;310,41469;2,13249;0,70049;0,56428;-0,05785
59,38000;3,56218;24833,01759;1,27559;0,02141;310,41272;2,14120;0,70335;0,55926;-0,05734
59,48000;3,56850;24840,13438;1,27546;0,02152;310,50168;2,15207;0,70692;0,56687;-0,05812
59,58000;3,57434;24838,55367;1,27536;0,02159;310,48192;2,15944;0,70934;0,56271;-0,05769
59,68000;3,58034;24847,09740;1,27550;0,02170;310,58872;2,16976;0,71273;0,56813;-0,05825
59,78000;3,58644;24850,17478;1,27541;0,02180;310,62718;2,18032;0,71620;0,56754;-0,05819
59,88000;3,59223;24851,44615;1,27510;0,02190;310,64308;2,19042;0,71952;0,58338;-0,05981
59,98000;3,59850;24855,63219;1,27557;0,02198;310,69540;2,19778;0,72193;0,57044;-0,05848
60,08000;3,60434;24855,05819;1,27515;0,02208;310,68823;2,20782;0,72523;0,57232;-0,05868
60,18000;3,61044;24862,57732;1,27532;0,02216;310,78222;2,21640;0,72805;0,58232;-0,05970
60,28000;3,61639;24863,23714;1,27530;0,02225;310,79046;2,22531;0,73098;0,58468;-0,05994
60,38000;3,62223;24868,58547;1,27533;0,02234;310,85732;2,23420;0,73390;0,58906;-0,06039
60,48000;3,62850;24871,93644;1,27521;0,02243;310,89921;2,24305;0,73680;0,58576;-0,06006
60,58000;3,63428;24870,67938;1,27542;0,02252;310,88349;2,25237;0,73986;0,59201;-0,06070
60,68000;3,64055;24879,76134;1,27507;0,02255;310,99702;2,25458;0,74059;0,59710;-0,06122
60,78000;3,64644;24878,19672;1,27526;0,02262;310,97746;2,26154;0,74288;0,59530;-0,06103
60,88000;3,65228;24884,04036;1,27525;0,02271;311,05050;2,27087;0,74594;0,60340;-0,06186
60,98000;3,65844;24886,71541;1,27510;0,02278;311,08394;2,27767;0,74818;0,60606;-0,06214
61,08000;3,66423;24887,24291;1,27508;0,02286;311,09054;2,28647;0,75107;0,60242;-0,06176
61,18000;3,67050;24893,15450;1,27532;0,02295;311,16443;2,29542;0,75401;0,60902;-0,06244
61,28000;3,67639;24894,44375;1,27528;0,02304;311,18055;2,30362;0,75670;0,61960;-0,06352
61,38000;3,68244;24901,73578;1,27529;0,02309;311,27170;2,30870;0,75837;0,60987;-0,06253
61,48000;3,68844;24901,99864;1,27545;0,02318;311,27498;2,31815;0,76147;0,61623;-0,06318
61,58000;3,69418;24905,28345;1,27508;0,02325;311,31604;2,32540;0,76385;0,62504;-0,06408
61,68000;3,70050;24909,33359;1,27535;0,02336;311,36667;2,33626;0,76742;0,62456;-0,06403
61,78000;3,70628;24908,13553;1,27524;0,02342;311,35169;2,34207;0,76933;0,62958;-0,06455
61,88000;3,71239;24916,16428;1,27536;0,02351;311,45205;2,35106;0,77228;0,64104;-0,06572
61,98000;3,71844;24917,91666;1,27540;0,02360;311,47396;2,35974;0,77514;0,63631;-0,06524
62,08000;3,72428;24922,27435;1,27506;0,02368;311,52843;2,36839;0,77798;0,64274;-0,06590
62,18000;3,73039;24925,92931;1,27529;0,02376;311,57412;2,37642;0,78061;0,65143;-0,06679
62,28000;3,73634;24925,60029;1,27544;0,02385;311,57000;2,38501;0,78344;0,65351;-0,06700
62,38000;3,74250;24932,20747;1,27518;0,02394;311,65259;2,39355;0,78624;0,64781;-0,06642
62,48000;3,74839;24933,94017;1,27538;0,02405;311,67425;2,40459;0,78987;0,65178;-0,06682
62,58000;3,75428;24938,93623;1,27544;0,02412;311,73670;2,41178;0,79223;0,66024;-0,06769
62,68000;3,76039;24941,31267;1,27522;0,02423;311,76641;2,42264;0,79579;0,67144;-0,06884
62,78000;3,76623;24943,07041;1,27533;0,02431;311,78838;2,43129;0,79864;0,66771;-0,06846
62,88000;3,77260;24948,58503;1,27547;0,02443;311,85731;2,44309;0,80251;0,68446;-0,07017
62,98000;3,77844;24947,18313;1,27526;0,02450;311,83979;2,45037;0,80491;0,66984;-0,06868
63,08000;3,78434;24954,94902;1,27540;0,02457;311,93686;2,45713;0,80713;0,70866;-0,07266
63,18000;3,79044;24956,46179;1,27536;0,02469;311,95577;2,46858;0,81089;0,71666;-0,07348
63,28000;3,79618;24958,66299;1,27510;0,02474;311,98329;2,47428;0,81276;0,72018;-0,07384
63,38000;3,80244;24964,07926;1,27530;0,02486;312,05099;2,48592;0,81658;0,71585;-0,07339
63,48000;3,80834;24963,17804;1,27541;0,02497;312,03973;2,49658;0,82008;0,72203;-0,07403
63,58000;3,81444;24970,56127;1,27527;0,02501;312,13202;2,50132;0,82164;0,72511;-0,07434
63,68000;3,82039;24971,89343;1,27511;0,02511;312,14867;2,51113;0,82487;0,72540;-0,07437
63,78000;3,82628;24976,32265;1,27525;0,02521;312,20403;2,52106;0,82813;0,71778;-0,07359
63,88000;3,83244;24979,18725;1,27541;0,02531;312,23984;2,53113;0,83143;0,72751;-0,07459
63,98000;3,83823;24979,09248;1,27513;0,02544;312,23866;2,54364;0,83554;0,73541;-0,07540
64,08000;3,84450;24986,40776;1,27508;0,02548;312,33010;2,54828;0,83707;0,72626;-0,07446
64,18000;3,85039;24985,98039;1,27522;0,02560;312,32475;2,55985;0,84087;0,73676;-0,07554
64,28000;3,85634;24993,22593;1,27531;0,02571;312,41532;2,57070;0,84443;0,73217;-0,07507
64,38000;3,86250;24994,66181;1,27524;0,02577;312,43327;2,57650;0,84634;0,73453;-0,07531
64,48000;3,86823;24994,82095;1,27530;0,02583;312,43526;2,58343;0,84861;0,73333;-0,07519
64,58000;3,87450;25000,76830;1,27527;0,02592;312,50960;2,59185;0,85138;0,73623;-0,07548
64,68000;3,88039;25000,62883;1,27527;0,02603;312,50786;2,60261;0,85491;0,75000;-0,07689
64,78000;3,88644;25007,95305;1,27506;0,02608;312,59941;2,60843;0,85682;0,71044;-0,07284
64,88000;3,89234;25008,90613;1,27516;0,02616;312,61133;2,61649;0,85947;0,70767;-0,07255
64,98000;3,89823;25013,60714;1,27529;0,02627;312,67009;2,62658;0,86279;0,68522;-0,07025
65,08000;3,90455;25016,87765;1,27517;0,02636;312,71097;2,63646;0,86603;0,69311;-0,07106
65,18000;3,91028;25015,00547;1,27523;0,02642;312,68757;2,64178;0,86778;0,68600;-0,07033
65,28000;3,91650;25023,21839;1,27515;0,02649;312,79023;2,64858;0,87001;0,68452;-0,07018
65,38000;3,92239;25023,66185;1,27557;0,02657;312,79577;2,65651;0,87262;0,68872;-0,07061
65,48000;3,92818;25028,66328;1,27501;0,02664;312,85829;2,66352;0,87492;0,69612;-0,07137
65,58000;3,93439;25032,74739;1,27515;0,02673;312,90934;2,67307;0,87806;0,69630;-0,07139
65,68000;3,94028;25033,48231;1,27536;0,02679;312,91853;2,67881;0,87994;0,69627;-0,07139
65,78000;3,94650;25040,25221;1,27531;0,02689;313,00315;2,68943;0,88343;0,69686;-0,07145
65,88000;3,95250;25042,21201;1,27455;0,02695;313,02765;2,69452;0,88510;0,70128;-0,07190
65,98000;3,95839;25046,65732;1,27554;0,02706;313,08322;2,70620;0,88894;0,69909;-0,07167
66,08000;3,96444;25048,51878;1,27566;0,02714;313,10648;2,71412;0,89154;0,70435;-0,07221
66,18000;3,97023;25048,93184;1,27459;0,02721;313,11165;2,72064;0,89368;0,69697;-0,07146
66,28000;3,97644;25053,76339;1,27527;0,02728;313,17204;2,72820;0,89617;0,70237;-0,07201
66,38000;3,98234;25054,23188;1,27553;0,02737;313,17790;2,73692;0,89903;0,70419;-0,07220
66,48000;3,98839;25062,50918;1,27496;0,02744;313,28136;2,74447;0,90151;0,71749;-0,07356
66,58000;3,99450;25063,83777;1,27514;0,02754;313,29797;2,75421;0,90471;0,71530;-0,07334
66,68000;4,00018;25065,79220;1,27552;0,02762;313,32240;2,76160;0,90714;0,71204;-0,07300
66,78000;4,00655;25071,56968;1,27502;0,02773;313,39462;2,77306;0,91090;0,73367;-0,07522
66,88000;4,01239;25069,43822;1,27530;0,02780;313,36798;2,78006;0,91320;0,72259;-0,07408
66,98000;4,01839;25076,52283;1,27530;0,02791;313,45654;2,79068;0,91669;0,73763;-0,07563
67,08000;4,02434;25077,52955;1,27486;0,02796;313,46912;2,79626;0,91852;0,73693;-0,07555
67,18000;4,03028;25082,40044;1,27513;0,02810;313,53001;2,81035;0,92315;0,73727;-0,07559
67,28000;4,03644;25085,53326;1,27524;0,02816;313,56917;2,81636;0,92513;0,73704;-0,07556
67,38000;4,04228;25086,00712;1,27497;0,02827;313,57509;2,82686;0,92858;0,74205;-0,07608
67,48000;4,04860;25093,24551;1,27530;0,02836;313,66557;2,83594;0,93156;0,74612;-0,07650
67,58000;4,05434;25090,59548;1,27508;0,02844;313,63244;2,84394;0,93419;0,74906;-0,07680
67,68000;4,06028;25098,37568;1,27514;0,02853;313,72970;2,85258;0,93702;0,75596;-0,07750
67,78000;4,06644;25100,55184;1,27528;0,02860;313,75690;2,86013;0,93951;0,75267;-0,07717
67,88000;4,07218;25101,38512;1,27504;0,02869;313,76731;2,86914;0,94246;0,76212;-0,07814
67,98000;4,07850;25107,89394;1,27503;0,02879;313,84867;2,87926;0,94579;0,76218;-0,07814
68,08000;4,08444;25106,56357;1,27543;0,02887;313,83204;2,88696;0,94832;0,76693;-0,07863
68,18000;4,09039;25113,73580;1,27495;0,02896;313,92170;2,89558;0,95115;0,76369;-0,07830
68,28000;4,09639;25114,53509;1,27496;0,02906;313,93169;2,90571;0,95447;0,77002;-0,07895
68,38000;4,10228;25118,42430;1,27523;0,02913;313,98030;2,91338;0,95699;0,77317;-0,07927
68,48000;4,10839;25121,40691;1,27501;0,02923;314,01759;2,92343;0,96030;0,78452;-0,08043
68,58000;4,11434;25121,87362;1,27484;0,02933;314,02342;2,93269;0,96334;0,77602;-0,07956
68,68000;4,12050;25129,96137;1,27519;0,02940;314,12452;2,93950;0,96558;0,78192;-0,08017
68,78000;4,12639;25129,19605;1,27520;0,02950;314,11495;2,95005;0,96904;0,79128;-0,08113
68,88000;4,13228;25134,41026;1,27464;0,02961;314,18013;2,96065;0,97252;0,78629;-0,08061
68,98000;4,13850;25137,80773;1,27545;0,02963;314,22260;2,96258;0,97316;0,80209;-0,08223
69,08000;4,14428;25136,08038;1,27531;0,02971;314,20100;2,97087;0,97588;0,79738;-0,08175
69,18000;4,15044;25143,14532;1,27463;0,02980;314,28932;2,98031;0,97898;0,80182;-0,08221
69,28000;4,15639;25143,95356;1,27527;0,02988;314,29942;2,98788;0,98147;0,80976;-0,08302
69,38000;4,16234;25150,93625;1,27515;0,02994;314,38670;2,99431;0,98358;0,80658;-0,08269
69,48000;4,16839;25153,49329;1,27471;0,03002;314,41867;3,00191;0,98608;0,81248;-0,08330
69,58000;4,17428;25154,23715;1,27536;0,03011;314,42796;3,01106;0,98908;0,82282;-0,08436
69,68000;4,18055;25159,46746;1,27518;0,03020;314,49334;3,02047;0,99217;0,85099;-0,08725
69,78000;4,18639;25158,45180;1,27479;0,03023;314,48065;3,02305;0,99302;0,85867;-0,08804
69,88000;4,19239;25165,56144;1,27513;0,03031;314,56952;3,03140;0,99576;0,85964;-0,08814
69,98000;4,19834;25166,49842;1,27508;0,03039;314,58123;3,03928;0,99835;0,85940;-0,08811
70,08000;4,20418;25170,56108;1,27488;0,03045;314,63201;3,04518;1,00029;0,86135;-0,08831
70,18000;4,21050;25175,83251;1,27512;0,03054;314,69791;3,05351;1,00303;0,86485;-0,08867
70,28000;4,21628;25173,30945;1,27486;0,03063;314,66637;3,06266;1,00603;0,86656;-0,08884
70,38000;4,22244;25182,32346;1,27489;0,03068;314,77904;3,06813;1,00783;0,87458;-0,08967
70,48000;4,22850;25182,42896;1,27511;0,03074;314,78036;3,07373;1,00967;0,87478;-0,08969
70,58000;4,23423;25185,56535;1,27501;0,03084;314,81957;3,08446;1,01319;0,86555;-0,08874
70,68000;4,24039;25188,68566;1,27439;0,03089;314,85857;3,08870;1,01458;0,86030;-0,08820
70,78000;4,24623;25189,59045;1,27500;0,03101;314,86988;3,10053;1,01847;0,85658;-0,08782
70,88000;4,25250;25195,63794;1,27480;0,03109;314,94547;3,10873;1,02117;0,82246;-0,08432
70,98000;4,25834;25195,41085;1,27502;0,03113;314,94264;3,11282;1,02251;0,81928;-0,08400
71,08000;4,26434;25203,48787;1,27501;0,03124;315,04360;3,12414;1,02623;0,81645;-0,08371
71,18000;4,27044;25203,94564;1,27486;0,03131;315,04932;3,13052;1,02832;0,81238;-0,08329
71,28000;4,27618;25205,31893;1,27491;0,03140;315,06649;3,14012;1,03148;0,81751;-0,08382
71,38000;4,28255;25212,31055;1,27505;0,03154;315,15388;3,15445;1,03618;0,82070;-0,08414
71,48000;4,28834;25209,36728;1,27474;0,03159;315,11709;3,15883;1,03762;0,81284;-0,08334
71,58000;4,29434;25218,07909;1,27484;0,03169;315,22599;3,16910;1,04099;0,81257;-0,08331
71,68000;4,30044;25219,48457;1,27493;0,03178;315,24356;3,17780;1,04385;0,82013;-0,08408
71,78000;4,30628;25222,21506;1,27433;0,03187;315,27769;3,18692;1,04685;0,82274;-0,08435
71,88000;4,31244;25225,24238;1,27472;0,03192;315,31553;3,19212;1,04856;0,82388;-0,08447
71,98000;4,31839;25226,00055;1,27495;0,03204;315,32501;3,20355;1,05231;0,82616;-0,08470
72,08000;4,32450;25231,46331;1,27488;0,03212;315,39329;3,21165;1,05497;0,82597;-0,08468
72,18000;4,33034;25232,27513;1,27491;0,03221;315,40344;3,22087;1,05800;0,83522;-0,08563
72,28000;4,33623;25237,77902;1,27487;0,03228;315,47224;3,22847;1,06050;0,82899;-0,08499
72,38000;4,34244;25241,21583;1,27472;0,03238;315,51520;3,23761;1,06350;0,83992;-0,08611
72,48000;4,34823;25240,52739;1,27492;0,03247;315,50659;3,24662;1,06646;0,83636;-0,08575
72,58000;4,35455;25248,33977;1,27485;0,03257;315,60425;3,25690;1,06984;0,84705;-0,08684
72,68000;4,36044;25246,66071;1,27468;0,03267;315,58326;3,26699;1,07315;0,84663;-0,08680
72,78000;4,36634;25252,73502;1,27500;0,03277;315,65919;3,27746;1,07659;0,84125;-0,08625
72,88000;4,37239;25255,29027;1,27469;0,03286;315,69113;3,28600;1,07939;0,85571;-0,08773
72,98000;4,37823;25256,06632;1,27491;0,03296;315,70083;3,29565;1,08256;0,86311;-0,08849
73,08000;4,38444;25260,85675;1,27494;0,03305;315,76071;3,30535;1,08575;0,85689;-0,08785
73,18000;4,39039;25262,73787;1,27460;0,03313;315,78422;3,31308;1,08829;0,86475;-0,08866
73,28000;4,39644;25268,90159;1,27490;0,03315;315,86127;3,31528;1,08901;0,86801;-0,08899
73,38000;4,40244;25269,64903;1,27483;0,03330;315,87061;3,32951;1,09369;0,87370;-0,08958
73,48000;4,40823;25272,78900;1,27449;0,03339;315,90986;3,33858;1,09667;0,87790;-0,09001
73,58000;4,41450;25276,03090;1,27488;0,03346;315,95039;3,34579;1,09904;0,87615;-0,08983
73,68000;4,42028;25275,17617;1,27462;0,03355;315,93970;3,35463;1,10194;0,87966;-0,09019
73,78000;4,42644;25283,67519;1,27454;0,03360;316,04594;3,35984;1,10365;0,88601;-0,09084
73,88000;4,43244;25283,93984;1,27483;0,03367;316,04925;3,36704;1,10602;0,88350;-0,09058
73,98000;4,43828;25288,15448;1,27491;0,03378;316,10193;3,37826;1,10970;0,88892;-0,09114
74,08000;4,44444;25291,69142;1,27447;0,03386;316,14614;3,38576;1,11217;0,89103;-0,09135
74,18000;4,45034;25291,09418;1,27492;0,03394;316,13868;3,39419;1,11493;0,88829;-0,09107
74,28000;4,45650;25296,75364;1,27469;0,03402;316,20942;3,40159;1,11737;0,89026;-0,09127
74,38000;4,46234;25297,00041;1,27443;0,03408;316,21251;3,40825;1,11955;0,89344;-0,09160
74,48000;4,46834;25303,37512;1,27491;0,03417;316,29219;3,41698;1,12242;0,89645;-0,09191
74,58000;4,47444;25304,97193;1,27451;0,03426;316,31215;3,42611;1,12542;0,90233;-0,09251
74,68000;4,48012;25307,24823;1,27451;0,03430;316,34060;3,42968;1,12659;0,90320;-0,09260
74,78000;4,48660;25312,95419;1,27480;0,03441;316,41193;3,44064;1,13019;0,91419;-0,09373
74,88000;4,49239;25310,49013;1,27470;0,03449;316,38113;3,44921;1,13301;0,91024;-0,09332
74,98000;4,49839;25318,90869;1,27450;0,03458;316,48636;3,45768;1,13579;0,91475;-0,09379
75,08000;4,50444;25318,90154;1,27470;0,03467;316,48627;3,46660;1,13872;0,92262;-0,09459
75,18000;4,51018;25322,34013;1,27430;0,03477;316,52925;3,47664;1,14202;0,93073;-0,09542
75,28000;4,51639;25326,55120;1,27480;0,03480;316,58189;3,47973;1,14303;0,92690;-0,09503
75,38000;4,52239;25326,72822;1,27453;0,03489;316,58410;3,48886;1,14603;0,93058;-0,09541
75,48000;4,52860;25333,64296;1,27447;0,03495;316,67054;3,49504;1,14806;0,92756;-0,09510
75,58000;4,53439;25332,78286;1,27468;0,03506;316,65979;3,50643;1,15180;0,93856;-0,09623
75,68000;4,54034;25337,68058;1,27474;0,03516;316,72101;3,51597;1,15494;0,94357;-0,09674
75,78000;4,54644;25339,06460;1,27434;0,03524;316,73831;3,52445;1,15772;0,95297;-0,09770
75,88000;4,55212;25339,15401;1,27467;0,03533;316,73943;3,53327;1,16062;0,94462;-0,09685
75,98000;4,55844;25345,50190;1,27471;0,03541;316,81877;3,54107;1,16318;0,96069;-0,09850
76,08000;4,56439;25345,58594;1,27452;0,03548;316,81982;3,54803;1,16547;0,95697;-0,09811
76,18000;4,57034;25352,79930;1,27496;0,03557;316,90999;3,55702;1,16842;0,96236;-0,09867
76,28000;4,57644;25354,35498;1,27434;0,03567;316,92944;3,56710;1,17173;0,98272;-0,10075
76,38000;4,58228;25355,25084;1,27455;0,03576;316,94064;3,57573;1,17457;0,98265;-0,10075
76,48000;4,58844;25359,89463;1,27492;0,03585;316,99868;3,58451;1,17745;0,99480;-0,10199
76,58000;4,59439;25360,09848;1,27419;0,03593;317,00123;3,59289;1,18020;0,98232;-0,10071
76,68000;4,60034;25365,40031;1,27465;0,03603;317,06750;3,60328;1,18362;0,93732;-0,09610
76,78000;4,60634;25368,44015;1,27482;0,03610;317,10550;3,60978;1,18575;0,94633;-0,09702
76,88000;4,61223;25371,86444;1,27427;0,03616;317,14831;3,61599;1,18779;0,94338;-0,09672
76,98000;4,61844;25375,98610;1,27470;0,03628;317,19983;3,62805;1,19175;0,93962;-0,09633
77,08000;4,62428;25375,76437;1,27468;0,03635;317,19705;3,63457;1,19390;0,94212;-0,09659
77,18000;4,63055;25382,99739;1,27448;0,03643;317,28747;3,64293;1,19664;0,94033;-0,09641
