Prüflosbezeichnung;Redux 312_quer+längs_alte Proben;;;;;;;;
Proben-Nr;5;;;;Bmerkung;;;;
Prüfer;JuBr;;;;Falsche Probenbreite und Probendicke vorgegeben;;;;
Werkstoff;6082;;;;Spannungswerte daher nicht korrekt;;;;
Prüfnorm;DIN EN ISO 527                                                   ;;;;über Kraft/Fläche neu brechenen;;;;
Prüfgeschwindigkeit;3,6;mm/min;;;breite;16 mm;;;
Prüfklima;23 °C / 50 % rF;;;;dicke ;5 mm;;;
Bemerkungen;;;;;;;;;
;;;;;;;;;
Zeit;Traversenweg;Last;Dehnung 1;Zugdehnung;Zugspannung;Axiale Dehnung (Video);Zugverformung;Transversale Dehnung (Video);Transversale Verformung 1
(sec);(mm);(N);(%);(mm/mm);(MPa);(%);(mm);(%);(mm)
13,628;0,81729;8570,75036;1,26954;0,0006;107,1343795;0,0604;0,02001;0,08803;-0,00877
13,728;0,82312;8614,69477;1,26934;0,0006;107,6836846;0,06021;0,01995;0,07942;-0,00792
13,828;0,82929;8665,75778;1,26947;0,00061;108,3219723;0,06075;0,02013;0,07337;-0,00731
13,928;0,83518;8711,03168;1,2694;0,0006;108,887896;0,05951;0,01972;0,07497;-0,00747
14,028;0,84107;8760,73569;1,26932;0,00061;109,5091961;0,06051;0,02005;0,08098;-0,00807
14,128;0,84718;8807,6672;1,26941;0,00077;110,09584;0,07737;0,02564;0,07925;-0,0079
14,228;0,85312;8854,09087;1,26937;0,00075;110,6761359;0,07474;0,02477;0,07567;-0,00754
14,328;0,85934;8903,75733;1,26935;0,00079;111,2969666;0,07869;0,02608;0,07236;-0,00721
14,428;0,86512;8949,09382;1,2694;0,00079;111,8636728;0,07915;0,02623;0,06975;-0,00695
14,528;0,87112;9000,31775;1,26944;0,00079;112,5039719;0,07892;0,02615;0,07375;-0,00735
14,628;0,87723;9047,12319;1,26927;0,00075;113,0890399;0,07508;0,02488;0,07811;-0,00779
14,728;0,88302;9094,57684;1,26951;0,0007;113,6822105;0,07015;0,02325;0,06256;-0,00624
14,828;0,88934;9143,95005;1,2695;0,00072;114,2993756;0,072;0,02386;0,05429;-0,00541
14,928;0,89518;9189,215;1,26955;0,00071;114,8651875;0,07089;0,02349;0,04849;-0,00483
15,028;0,90118;9241,13363;1,26948;0,0007;115,5141704;0,07018;0,02325;0,05143;-0,00513
15,128;0,90718;9287,62794;1,26967;0,00076;116,0953493;0,076;0,02518;0,05333;-0,00532
15,228;0,91307;9336,78567;1,26962;0,00073;116,7098209;0,0729;0,02416;0,06033;-0,00601
15,328;0,91918;9385,33723;1,26983;0,00073;117,3167154;0,07324;0,02427;0,05022;-0,00501
15,428;0,92512;9431,642;1,26978;0,00072;117,895525;0,07165;0,02374;0,03618;-0,00361
15,528;0,93134;9484,66212;1,27005;0,00072;118,5582765;0,07204;0,02387;0,02638;-0,00263
15,628;0,93718;9531,59094;1,26991;0,0007;119,1448868;0,06951;0,02303;0,04062;-0,00405
15,728;0,94312;9583,31108;1,26994;0,00068;119,7913885;0,06839;0,02266;0,03254;-0,00324
15,828;0,94918;9630,78886;1,2701;0,00068;120,3848608;0,06773;0,02244;0,0227;-0,00226
15,928;0,95502;9677,80352;1,27002;0,00066;120,972544;0,06623;0,02195;0,03212;-0,0032
16,028;0,96134;9730,50892;1,2702;0,00074;121,6313615;0,07373;0,02443;0,02391;-0,00238
16,128;0,96718;9777,309;1,27008;0,0008;122,2163625;0,07957;0,02637;0,01674;-0,00167
16,228;0,97312;9830,2862;1,27019;0,0008;122,8785775;0,08018;0,02657;0,01805;-0,0018
16,328;0,97918;9878,43364;1,27006;0,0008;123,4804205;0,0802;0,02657;0,0275;-0,00274
16,428;0,98507;9927,50108;1,27036;0,00084;124,0937635;0,08386;0,02779;0,02459;-0,00245
16,528;0,99134;9978,6061;1,27037;0,00086;124,7325763;0,08619;0,02856;0,01784;-0,00178
16,628;0,99718;10025,48128;1,27018;0,00083;125,318516;0,08313;0,02755;0,00557;-0,00056
16,728;1,00318;10078,59081;1,27049;0,00088;125,9823851;0,08759;0,02903;0,00641;-0,00064
16,828;1,00912;10126,69265;1,27015;0,00091;126,5836581;0,09128;0,03025;0,00931;-0,00093
16,928;1,01502;10177,64926;1,27018;0,00093;127,2206158;0,09258;0,03068;0,00399;-0,0004
17,028;1,02129;10227,6957;1,2701;0,00093;127,8461963;0,09324;0,0309;0,01377;-0,00137
17,128;1,02712;10275,20835;1,27046;0,00095;128,4401044;0,09491;0,03145;0,01506;-0,0015
17,228;1,03329;10330,26516;1,27005;0,00095;129,1283145;0,0949;0,03145;0,04438;-0,00442
17,328;1,03923;10377,48367;1,2703;0,00097;129,7185459;0,0974;0,03227;0,06081;-0,00606
17,428;1,04507;10430,83638;1,27001;0,00101;130,3854548;0,10137;0,03359;0,06053;-0,00603
17,528;1,05118;10483,88511;1,27034;0,00104;131,0485639;0,10449;0,03462;0,08726;-0,0087
17,628;1,05707;10536,18908;1,27001;0,00104;131,7023635;0,10445;0,03461;0,14175;-0,01413
17,728;1,06329;10594,12301;1,2704;0,00107;132,4265376;0,10731;0,03556;0,14148;-0,0141
17,828;1,06918;10648,27859;1,27026;0,00112;133,1034824;0,11151;0,03695;0,14143;-0,0141
17,928;1,07518;10707,34352;1,27032;0,0011;133,841794;0,10979;0,03638;0,13156;-0,01311
18,028;1,08118;10761,37304;1,27018;0,0011;134,517163;0,11004;0,03646;0,13652;-0,01361
18,128;1,08702;10817,44999;1,27038;0,00113;135,2181249;0,11305;0,03746;0,13324;-0,01328
18,228;1,09334;10874,34947;1,27021;0,00115;135,9293684;0,11459;0,03797;0,13923;-0,01388
18,328;1,09912;10927,06025;1,27042;0,00116;136,5882531;0,11609;0,03847;0,13876;-0,01383
18,428;1,10518;10987,02282;1,27053;0,00117;137,3377853;0,11701;0,03877;0,12396;-0,01236
18,528;1,11118;11040,25304;1,27045;0,00117;138,003163;0,11704;0,03878;0,11911;-0,01187
18,628;1,11702;11097,07206;1,27045;0,0012;138,7134008;0,11989;0,03973;0,12051;-0,01201
18,728;1,12323;11153,79721;1,27042;0,00119;139,4224651;0,11874;0,03935;0,11548;-0,01151
18,828;1,12918;11207,65597;1,27059;0,00116;140,0956996;0,11598;0,03843;0,1167;-0,01163
18,928;1,13534;11265,91086;1,27061;0,00119;140,8238858;0,11874;0,03935;0,1239;-0,01235
19,028;1,14112;11319,54521;1,27045;0,00123;141,4943151;0,1227;0,04066;0,11835;-0,0118
19,128;1,14707;11377,66778;1,27052;0,0012;142,2208473;0,11985;0,03971;0,11586;-0,01155
19,228;1,15318;11432,32852;1,27035;0,0012;142,9041065;0,11967;0,03965;0,1018;-0,01015
19,328;1,15902;11487,03128;1,27073;0,00119;143,587891;0,11861;0,0393;0,1063;-0,01059
19,428;1,16539;11545,53026;1,27068;0,0012;144,3191283;0,12049;0,03993;0,11008;-0,01097
19,528;1,17118;11598,4869;1,27097;0,0012;144,9810863;0,11956;0,03962;0,10449;-0,01042
19,628;1,17718;11658,55139;1,27074;0,00122;145,7318924;0,12217;0,04048;0,10148;-0,01011
19,728;1,18312;11712,10617;1,27098;0,00119;146,4013271;0,1194;0,03956;0,10455;-0,01042
19,828;1,18902;11767,81923;1,27091;0,00121;147,0977404;0,12143;0,04024;0,0883;-0,0088
19,928;1,19528;11825,57702;1,27085;0,00119;147,8197128;0,11906;0,03945;0,09019;-0,00899
20,028;1,20118;11880,126;1,2709;0,0012;148,501575;0,12027;0,03985;0,09426;-0,0094
20,128;1,20723;11940,17977;1,27094;0,00119;149,2522471;0,11931;0,03954;0,08337;-0,00831
20,228;1,21318;11994,04567;1,27084;0,0012;149,9255709;0,12013;0,03981;0,08281;-0,00825
20,328;1,21907;12051,43869;1,27097;0,00121;150,6429836;0,12067;0,03999;0,07795;-0,00777
20,428;1,22523;12106,71365;1,27094;0,00121;151,3339206;0,12118;0,04015;0,0784;-0,00781
