Prüflosbezeichnung;"Redux 312_quer+längs_alte Proben"
Proben-Nr;"4"
Prüfer;"JuBr"
Werkstoff;"6082"
Prüfnorm;"DIN EN ISO 527                                                   "
Prüfgeschwindigkeit;3,6;mm/min
Prüfklima;"23 °C / 50 % rF"
Bemerkungen;""

Zeit;Traversenweg;Last;Dehnung 1;Zugdehnung;Zugspannung;Axiale Dehnung (Video);Zugverformung;Transversale Dehnung (Video);Transversale Verformung 1
(sec);(mm);(N);(%);(mm/mm);(MPa);(%);(mm);(%);(mm)
51,33200;3,07955;24437,92105;1,28905;0,01250;305,47401;1,25042;0,42888;0,39063;-0,03937
51,43200;3,08566;24441,92290;1,28911;0,01263;305,52404;1,26310;0,43323;0,39874;-0,04019
51,53200;3,09155;24444,24570;1,28925;0,01270;305,55307;1,27029;0,43570;0,38793;-0,03910
51,63200;3,09777;24450,13046;1,28941;0,01278;305,62663;1,27832;0,43845;0,36483;-0,03677
51,73200;3,10377;24454,33080;1,28953;0,01284;305,67914;1,28422;0,44048;0,37065;-0,03736
51,83200;3,10971;24460,80923;1,28939;0,01293;305,76012;1,29281;0,44342;0,36815;-0,03710
51,93200;3,11571;24463,47713;1,28928;0,01304;305,79346;1,30360;0,44712;0,36910;-0,03720
52,03200;3,12150;24466,56168;1,28929;0,01311;305,83202;1,31064;0,44954;0,37370;-0,03766
52,13200;3,12777;24472,21577;1,28922;0,01320;305,90270;1,31950;0,45258;0,37214;-0,03751
52,23200;3,13361;24473,07408;1,28938;0,01326;305,91343;1,32644;0,45496;0,36700;-0,03699
52,33200;3,13971;24481,68576;1,28917;0,01336;306,02107;1,33614;0,45828;0,37799;-0,03810
52,43200;3,14577;24484,58791;1,28909;0,01345;306,05735;1,34472;0,46123;0,37403;-0,03770
52,53200;3,15155;24488,45387;1,28912;0,01352;306,10567;1,35186;0,46368;0,38079;-0,03838
52,63200;3,15771;24493,82901;1,28902;0,01359;306,17286;1,35939;0,46626;0,39169;-0,03948
52,73200;3,16366;24493,55721;1,28894;0,01368;306,16947;1,36842;0,46936;0,39072;-0,03938
52,83200;3,16977;24501,17111;1,28890;0,01377;306,26464;1,37721;0,47237;0,39927;-0,04024
52,93200;3,17566;24503,64769;1,28905;0,01386;306,29560;1,38643;0,47553;0,39495;-0,03981
53,03200;3,18155;24509,57894;1,28906;0,01393;306,36974;1,39281;0,47772;0,40497;-0,04082
53,13200;3,18766;24513,27503;1,28912;0,01400;306,41594;1,40031;0,48029;0,40642;-0,04096
53,23200;3,19350;24515,21158;1,28919;0,01411;306,44014;1,41093;0,48394;0,41343;-0,04167
53,33200;3,19987;24522,19427;1,28910;0,01418;306,52743;1,41842;0,48651;0,41159;-0,04148
53,43200;3,20571;24521,53087;1,28917;0,01429;306,51914;1,42859;0,48999;0,42181;-0,04251
53,53200;3,21166;24529,94764;1,28888;0,01438;306,62435;1,43797;0,49321;0,42837;-0,04317
53,63200;3,21777;24531,85558;1,28908;0,01445;306,64819;1,44458;0,49548;0,44213;-0,04456
53,73200;3,22344;24533,50067;1,28886;0,01460;306,66876;1,45952;0,50060;0,44856;-0,04521
53,83200;3,22971;24539,62505;1,28889;0,01465;306,74531;1,46529;0,50258;0,45209;-0,04556
53,93200;3,23566;24539,93261;1,28886;0,01478;306,74916;1,47786;0,50689;0,45281;-0,04564
54,03200;3,24177;24548,10619;1,28902;0,01486;306,85133;1,48573;0,50959;0,45194;-0,04555
54,13200;3,24771;24550,09639;1,28902;0,01494;306,87620;1,49377;0,51235;0,46796;-0,04716
54,23200;3,25361;24554,93510;1,28901;0,01506;306,93669;1,50644;0,51670;0,46843;-0,04721
54,33200;3,25966;24556,87523;1,28922;0,01516;306,96094;1,51559;0,51984;0,46495;-0,04686
54,43200;3,26555;24558,15554;1,28917;0,01524;306,97694;1,52418;0,52278;0,48469;-0,04885
54,53200;3,27182;24564,83245;1,28934;0,01535;307,06041;1,53528;0,52659;0,47227;-0,04760
54,63200;3,27766;24566,31660;1,28915;0,01545;307,07896;1,54535;0,53004;0,48341;-0,04872
54,73200;3,28361;24573,54069;1,28892;0,01552;307,16926;1,55237;0,53245;0,49375;-0,04976
54,83200;3,28971;24576,12813;1,28889;0,01560;307,20160;1,55966;0,53495;0,48852;-0,04924
54,93200;3,29555;24577,10087;1,28921;0,01568;307,21376;1,56789;0,53777;0,49775;-0,05017
55,03200;3,30182;24582,89444;1,28897;0,01580;307,28618;1,57960;0,54179;0,49948;-0,05034
55,13200;3,30771;24584,81848;1,28908;0,01587;307,31023;1,58745;0,54448;0,49267;-0,04965
55,23200;3,31360;24590,85166;1,28911;0,01596;307,38565;1,59570;0,54731;0,51189;-0,05159
55,33200;3,31961;24594,45119;1,28914;0,01603;307,43064;1,60321;0,54989;0,50998;-0,05140
55,43200;3,32555;24597,43917;1,28923;0,01612;307,46799;1,61228;0,55300;0,51769;-0,05218
55,53200;3,33177;24601,44639;1,28929;0,01623;307,51808;1,62311;0,55671;0,52259;-0,05267
55,63200;3,33766;24601,45175;1,28917;0,01631;307,51815;1,63095;0,55940;0,49944;-0,05034
55,73200;3,34377;24608,74915;1,28919;0,01639;307,60936;1,63890;0,56213;0,50173;-0,05057
55,83200;3,34966;24610,16715;1,28904;0,01646;307,62709;1,64572;0,56447;0,50726;-0,05112
55,93200;3,35550;24614,93790;1,28910;0,01657;307,68672;1,65703;0,56835;0,51181;-0,05158
56,03200;3,36171;24619,15791;1,28928;0,01662;307,73947;1,66242;0,57019;0,51237;-0,05164
56,13200;3,36761;24619,02380;1,28912;0,01674;307,73780;1,67413;0,57421;0,51108;-0,05151
56,23200;3,37377;24626,83439;1,28904;0,01682;307,83543;1,68152;0,57675;0,51169;-0,05157
56,33200;3,37977;24628,07536;1,28925;0,01687;307,85094;1,68728;0,57872;0,50741;-0,05114
56,43200;3,38560;24632,57253;1,28921;0,01697;307,90716;1,69693;0,58203;0,51175;-0,05158
56,53200;3,39166;24635,40673;1,28919;0,01702;307,94258;1,70244;0,58392;0,52465;-0,05288
56,63200;3,39755;24637,72595;1,28931;0,01710;307,97157;1,71035;0,58663;0,51294;-0,05170
56,73200;3,40382;24642,89010;1,28914;0,01719;308,03613;1,71932;0,58971;0,51373;-0,05178
56,83200;3,40966;24642,73989;1,28916;0,01728;308,03425;1,72839;0,59282;0,51749;-0,05216
56,93200;3,41571;24650,91169;1,28924;0,01736;308,13640;1,73585;0,59538;0,51493;-0,05190
57,03200;3,42177;24651,80576;1,28915;0,01744;308,14757;1,74395;0,59816;0,52064;-0,05247
57,13200;3,42750;24654,10352;1,28888;0,01753;308,17629;1,75270;0,60116;0,50799;-0,05120
57,23200;3,43382;24659,75225;1,28904;0,01761;308,24690;1,76146;0,60416;0,48992;-0,04938
57,33200;3,43966;24658,17690;1,28915;0,01770;308,22721;1,77041;0,60724;0,48569;-0,04895
57,43200;3,44571;24665,66563;1,28888;0,01779;308,32082;1,77926;0,61027;0,48343;-0,04872
57,53200;3,45166;24667,82928;1,28894;0,01791;308,34787;1,79127;0,61439;0,49437;-0,04983
57,63200;3,45760;24672,69838;1,28890;0,01798;308,40873;1,79843;0,61684;0,49735;-0,05013
57,73200;3,46371;24675,72570;1,28915;0,01804;308,44657;1,80406;0,61878;0,49608;-0,05000
57,83200;3,46966;24677,34933;1,28912;0,01816;308,46687;1,81556;0,62272;0,50502;-0,05090
57,93200;3,47587;24682,33466;1,28941;0,01826;308,52918;1,82561;0,62617;0,50643;-0,05104
58,03200;3,48166;24683,03025;1,28909;0,01835;308,53788;1,83503;0,62940;0,51129;-0,05153
58,13200;3,48766;24690,10055;1,28922;0,01844;308,62626;1,84384;0,63242;0,50847;-0,05125
58,23200;3,49366;24691,21993;1,28905;0,01852;308,64025;1,85248;0,63538;0,51060;-0,05146
58,33200;3,49950;24693,12429;1,28908;0,01860;308,66405;1,85979;0,63789;0,52096;-0,05251
58,43200;3,50577;24698,91608;1,28926;0,01867;308,73645;1,86693;0,64034;0,51533;-0,05194
58,53200;3,51171;24699,48292;1,28928;0,01877;308,74354;1,87656;0,64364;0,52808;-0,05322
58,63200;3,51771;24706,20811;1,28916;0,01889;308,82760;1,88872;0,64782;0,53419;-0,05384
58,73200;3,52366;24708,40573;1,28919;0,01895;308,85507;1,89474;0,64988;0,53797;-0,05422
58,83200;3,52950;24710,22069;1,28920;0,01905;308,87776;1,90523;0,65348;0,54138;-0,05456
58,93200;3,53566;24713,44650;1,28914;0,01912;308,91808;1,91250;0,65597;0,53709;-0,05413
59,03200;3,54166;24715,31868;1,28935;0,01921;308,94148;1,92098;0,65888;0,55025;-0,05546
59,13200;3,54771;24721,77386;1,28917;0,01931;309,02217;1,93123;0,66239;0,57669;-0,05812
59,23200;3,55371;24723,81592;1,28916;0,01937;309,04770;1,93695;0,66436;0,56508;-0,05695
59,33200;3,55960;24729,36988;1,28900;0,01945;309,11712;1,94480;0,66705;0,58259;-0,05872
59,43200;3,56571;24731,10437;1,28920;0,01952;309,13880;1,95177;0,66944;0,58525;-0,05899
59,53200;3,57155;24731,59969;1,28896;0,01959;309,14500;1,95894;0,67190;0,59309;-0,05978
59,63200;3,57777;24738,51264;1,28921;0,01970;309,23141;1,96950;0,67552;0,60083;-0,06056
59,73200;3,58371;24739,26902;1,28920;0,01973;309,24086;1,97337;0,67685;0,59497;-0,05996
59,83200;3,58960;24745,38088;1,28912;0,01982;309,31726;1,98222;0,67988;0,60720;-0,06120
59,93200;3,59571;24748,92855;1,28906;0,01990;309,36161;1,98985;0,68250;0,60370;-0,06084
60,03200;3,60160;24749,14670;1,28902;0,01999;309,36433;1,99923;0,68572;0,61927;-0,06241
60,13200;3,60782;24753,77798;1,28903;0,02008;309,42222;2,00770;0,68862;0,62285;-0,06277
60,23200;3,61371;24754,50754;1,28891;0,02015;309,43134;2,01529;0,69123;0,61889;-0,06238
60,33200;3,61977;24760,49423;1,28893;0,02023;309,50618;2,02265;0,69375;0,62873;-0,06337
60,43200;3,62571;24761,97124;1,28898;0,02033;309,52464;2,03272;0,69720;0,63942;-0,06444
60,53200;3,63144;24764,80544;1,28909;0,02039;309,56007;2,03932;0,69947;0,64149;-0,06465
60,63200;3,63777;24769,92130;1,28895;0,02048;309,62402;2,04803;0,70246;0,61791;-0,06228
60,73200;3,64366;24768,73219;1,28920;0,02057;309,60915;2,05730;0,70563;0,62281;-0,06277
60,83200;3,64977;24777,07207;1,28913;0,02067;309,71340;2,06678;0,70889;0,62796;-0,06329
60,93200;3,65571;24777,30095;1,28913;0,02077;309,71626;2,07693;0,71237;0,62198;-0,06269
61,03200;3,66155;24781,83568;1,28910;0,02085;309,77295;2,08466;0,71502;0,63177;-0,06367
61,13200;3,66766;24785,39228;1,28913;0,02096;309,81740;2,09643;0,71906;0,62965;-0,06346
61,23200;3,67360;24785,77495;1,28917;0,02105;309,82219;2,10549;0,72216;0,63058;-0,06355
61,33200;3,67982;24791,65971;1,28909;0,02115;309,89575;2,11508;0,72545;0,62828;-0,06332
61,43200;3,68566;24793,46037;1,28900;0,02128;309,91825;2,12775;0,72980;0,61607;-0,06209
61,53200;3,69171;24799,77608;1,28896;0,02133;309,99720;2,13309;0,73163;0,62366;-0,06286
61,63200;3,69771;24800,64869;1,28917;0,02145;310,00811;2,14515;0,73577;0,62953;-0,06345
61,73200;3,70350;24802,47259;1,28904;0,02155;310,03091;2,15469;0,73904;0,63187;-0,06368
61,83200;3,70977;24806,80346;1,28904;0,02161;310,08504;2,16094;0,74118;0,62757;-0,06325
61,93200;3,71560;24806,59783;1,28904;0,02172;310,08247;2,17162;0,74485;0,63495;-0,06399
62,03200;3,72166;24813,94708;1,28920;0,02179;310,17434;2,17932;0,74749;0,63248;-0,06374
62,13200;3,72771;24817,09599;1,28893;0,02188;310,21370;2,18755;0,75031;0,62135;-0,06262
62,23200;3,73355;24820,57393;1,28920;0,02196;310,25717;2,19577;0,75313;0,62634;-0,06313
62,33200;3,73971;24823,17030;1,28896;0,02206;310,28963;2,20616;0,75669;0,62311;-0,06280
62,43200;3,74577;24824,89765;1,28896;0,02213;310,31122;2,21282;0,75898;0,63140;-0,06364
62,53200;3,75177;24830,18160;1,28917;0,02220;310,37727;2,21994;0,76142;0,63165;-0,06366
62,63200;3,75771;24832,31306;1,28911;0,02231;310,40391;2,23148;0,76538;0,63256;-0,06375
62,73200;3,76355;24836,28094;1,28901;0,02237;310,45351;2,23717;0,76733;0,61513;-0,06200
62,83200;3,76960;24839,40482;1,28915;0,02248;310,49256;2,24797;0,77103;0,59832;-0,06030
62,93200;3,77555;24840,15942;1,28895;0,02256;310,50199;2,25601;0,77379;0,60663;-0,06114
63,03200;3,78187;24846,73977;1,28907;0,02260;310,58425;2,26030;0,77526;0,60858;-0,06134
63,13200;3,78777;24847,42105;1,28913;0,02271;310,59276;2,27137;0,77906;0,61194;-0,06167
63,23200;3,79360;24852,46003;1,28883;0,02277;310,65575;2,27686;0,78094;0,61474;-0,06196
63,33200;3,79971;24855,50523;1,28897;0,02284;310,69382;2,28402;0,78340;0,62178;-0,06267
63,43200;3,80550;24856,13823;1,28911;0,02296;310,70173;2,29550;0,78734;0,62597;-0,06309
63,53200;3,81171;24861,69934;1,28899;0,02302;310,77124;2,30215;0,78962;0,62670;-0,06316
63,63200;3,81766;24862,31625;1,28884;0,02307;310,77895;2,30747;0,79144;0,63364;-0,06386
63,73200;3,82371;24868,58368;1,28898;0,02316;310,85730;2,31599;0,79436;0,63783;-0,06428
63,83200;3,82971;24870,75806;1,28891;0,02325;310,88448;2,32482;0,79739;0,64709;-0,06522
63,93200;3,83555;24873,72100;1,28894;0,02336;310,92151;2,33576;0,80114;0,64111;-0,06462
64,03200;3,84177;24877,20430;1,28881;0,02341;310,96505;2,34117;0,80300;0,64257;-0,06476
64,13200;3,84760;24876,27268;1,28864;0,02351;310,95341;2,35109;0,80640;0,65387;-0,06590
64,23200;3,85377;24883,73637;1,28880;0,02361;311,04670;2,36120;0,80987;0,66087;-0,06661
64,33200;3,85977;24885,11860;1,28878;0,02368;311,06398;2,36819;0,81227;0,65588;-0,06610
64,43200;3,86555;24889,70339;1,28901;0,02376;311,12129;2,37553;0,81478;0,65976;-0,06649
64,53200;3,87177;24892,91489;1,28876;0,02386;311,16144;2,38575;0,81829;0,66462;-0,06698
64,63200;3,87760;24892,31586;1,28889;0,02394;311,15395;2,39389;0,82108;0,70401;-0,07095
64,73200;3,88377;24897,94493;1,28894;0,02402;311,22431;2,40170;0,82376;0,70283;-0,07083
64,83200;3,88966;24899,37723;1,28889;0,02412;311,24222;2,41244;0,82744;0,71408;-0,07197
64,93200;3,89566;24904,75595;1,28879;0,02424;311,30945;2,42360;0,83127;0,71675;-0,07224
65,03200;3,90160;24905,99334;1,28875;0,02434;311,32492;2,43386;0,83479;0,71580;-0,07214
65,13200;3,90750;24909,55710;1,28869;0,02445;311,36946;2,44484;0,83856;0,72016;-0,07258
65,23200;3,91387;24914,71052;1,28882;0,02451;311,43388;2,45056;0,84052;0,73391;-0,07397
65,33200;3,91971;24914,71589;1,28894;0,02459;311,43395;2,45911;0,84345;0,73930;-0,07451
65,43200;3,92571;24921,56446;1,28902;0,02465;311,51956;2,46516;0,84553;0,74005;-0,07459
65,53200;3,93171;24922,64092;1,28895;0,02476;311,53301;2,47573;0,84915;0,73779;-0,07436
65,63200;3,93744;24925,75049;1,28901;0,02482;311,57188;2,48244;0,85145;0,72325;-0,07289
65,73200;3,94366;24929,49128;1,28887;0,02490;311,61864;2,49014;0,85410;0,72563;-0,07313
65,83200;3,94971;24930,33171;1,28899;0,02498;311,62915;2,49782;0,85673;0,72335;-0,07290
65,93200;3,95577;24936,57410;1,28897;0,02507;311,70718;2,50695;0,85986;0,72111;-0,07268
66,03200;3,96177;24939,65149;1,28885;0,02515;311,74564;2,51542;0,86277;0,73266;-0,07384
66,13200;3,96760;24943,20095;1,28853;0,02522;311,79001;2,52171;0,86493;0,72667;-0,07324
66,23200;3,97371;24945,67215;1,28866;0,02533;311,82090;2,53272;0,86870;0,73244;-0,07382
66,33200;3,97955;24945,46652;1,28870;0,02542;311,81833;2,54195;0,87186;0,72924;-0,07350
66,43200;3,98576;24951,11167;1,28882;0,02548;311,88890;2,54778;0,87387;0,73026;-0,07360
66,53200;3,99166;24952,65841;1,28887;0,02558;311,90823;2,55789;0,87733;0,73539;-0,07412
66,63200;3,99766;24959,93435;1,28888;0,02569;311,99918;2,56869;0,88104;0,73150;-0,07372
66,73200;4,00377;24962,47888;1,28863;0,02575;312,03099;2,57507;0,88323;0,73528;-0,07411
66,83200;4,00950;24962,23390;1,28880;0,02584;312,02792;2,58443;0,88644;0,73631;-0,07421
66,93200;4,01582;24968,04893;1,28884;0,02591;312,10061;2,59082;0,88863;0,73949;-0,07453
67,03200;4,02171;24966,63094;1,28892;0,02602;312,08289;2,60209;0,89250;0,73692;-0,07427
67,13200;4,02766;24972,76247;1,28876;0,02609;312,15953;2,60900;0,89486;0,73943;-0,07452
67,23200;4,03366;24975,14784;1,28894;0,02616;312,18935;2,61640;0,89740;0,73107;-0,07368
67,33200;4,03955;24978,67405;1,28882;0,02626;312,23343;2,62620;0,90076;0,74181;-0,07476
67,43200;4,04571;24982,38802;1,28906;0,02632;312,27985;2,63198;0,90274;0,73732;-0,07431
67,53200;4,05160;24982,60260;1,28873;0,02643;312,28253;2,64310;0,90656;0,74471;-0,07506
67,63200;4,05777;24989,71939;1,28913;0,02647;312,37149;2,64741;0,90804;0,74522;-0,07511
67,73200;4,06366;24989,25090;1,28873;0,02660;312,36564;2,66031;0,91246;0,74412;-0,07500
67,83200;4,06955;24995,55588;1,28887;0,02669;312,44445;2,66912;0,91549;0,74717;-0,07530
67,93200;4,07577;24998,99626;1,28879;0,02674;312,48745;2,67389;0,91712;0,74097;-0,07468
68,03200;4,08155;24998,77453;1,28889;0,02685;312,48468;2,68515;0,92098;0,74567;-0,07515
68,13200;4,08782;25005,14567;1,28869;0,02691;312,56432;2,69053;0,92283;0,73545;-0,07412
68,23200;4,09377;25006,10769;1,28860;0,02700;312,57635;2,69954;0,92592;0,73078;-0,07365
68,33200;4,09971;25011,36661;1,28885;0,02714;312,64208;2,71353;0,93072;0,72315;-0,07288
68,43200;4,10571;25013,17441;1,28887;0,02725;312,66468;2,72472;0,93455;0,72381;-0,07295
68,53200;4,11155;25015,37561;1,28867;0,02730;312,69220;2,73016;0,93642;0,72174;-0,07274
68,63200;4,11771;25017,70377;1,28870;0,02743;312,72130;2,74313;0,94087;0,73334;-0,07391
68,73200;4,12366;25019,12892;1,28883;0,02753;312,73911;2,75280;0,94419;0,74291;-0,07488
68,83200;4,12977;25026,72672;1,28881;0,02761;312,83408;2,76086;0,94695;0,74250;-0,07483
68,93200;4,13571;25027,44734;1,28874;0,02770;312,84309;2,76955;0,94993;0,74357;-0,07494
69,03200;4,14155;25031,35622;1,28863;0,02780;312,89195;2,77981;0,95345;0,75342;-0,07593
69,13200;4,14777;25034,45506;1,28891;0,02788;312,93069;2,78817;0,95632;0,76117;-0,07672
69,23200;4,15366;25033,81133;1,28873;0,02793;312,92264;2,79348;0,95814;0,75267;-0,07586
69,33200;4,15976;25040,52043;1,28887;0,02805;313,00651;2,80534;0,96221;0,75455;-0,07605
69,43200;4,16566;25042,25314;1,28877;0,02813;313,02816;2,81274;0,96474;0,76007;-0,07660
69,53200;4,17160;25047,88935;1,28883;0,02821;313,09862;2,82101;0,96758;0,77596;-0,07821
69,63200;4,17760;25050,05479;1,28882;0,02826;313,12568;2,82625;0,96938;0,78289;-0,07890
69,73200;4,18360;25051,15807;1,28875;0,02837;313,13948;2,83711;0,97310;0,78593;-0,07921
69,83200;4,18987;25056,49030;1,28889;0,02844;313,20613;2,84368;0,97536;0,78682;-0,07930
69,93200;4,19571;25056,67984;1,28892;0,02853;313,20850;2,85312;0,97859;0,79728;-0,08035
70,03200;4,20166;25062,61468;1,28878;0,02864;313,28268;2,86430;0,98243;0,81855;-0,08250
70,13200;4,20755;25063,92181;1,28862;0,02868;313,29902;2,86831;0,98380;0,82691;-0,08334
70,23200;4,21344;25066,94734;1,28879;0,02880;313,33684;2,87962;0,98768;0,82689;-0,08334
70,33200;4,21982;25072,78562;1,28877;0,02886;313,40982;2,88616;0,98993;0,83301;-0,08396
70,43200;4,22571;25071,24066;1,28873;0,02894;313,39051;2,89416;0,99267;0,84161;-0,08482
70,53200;4,23166;25078,57919;1,28873;0,02900;313,48224;2,90042;0,99482;0,83435;-0,08409
70,63200;4,23777;25080,60873;1,28873;0,02909;313,50761;2,90867;0,99765;0,82597;-0,08325
70,73200;4,24355;25082,41653;1,28879;0,02916;313,53021;2,91601;1,00017;0,82685;-0,08333
70,83200;4,24960;25085,24537;1,28862;0,02925;313,56557;2,92506;1,00327;0,83363;-0,08402
70,93200;4,25560;25086,68125;1,28867;0,02930;313,58352;2,93009;1,00499;0,83028;-0,08368
71,03200;4,26177;25093,37246;1,28877;0,02942;313,66716;2,94152;1,00891;0,83523;-0,08418
71,13200;4,26766;25093,97507;1,28861;0,02946;313,67469;2,94647;1,01061;0,82308;-0,08295
71,23200;4,27355;25099,92421;1,28855;0,02953;313,74905;2,95343;1,01300;0,82804;-0,08345
71,33200;4,27976;25102,06461;1,28880;0,02964;313,77581;2,96360;1,01649;0,83624;-0,08428
71,43200;4,28550;25101,76241;1,28857;0,02971;313,77203;2,97086;1,01898;0,83084;-0,08374
71,53200;4,29182;25109,44247;1,28864;0,02983;313,86803;2,98344;1,02329;0,84325;-0,08499
71,63200;4,29766;25107,53810;1,28850;0,02987;313,84423;2,98682;1,02445;0,84089;-0,08475
71,73200;4,30366;25114,50469;1,28866;0,02995;313,93131;2,99499;1,02725;0,83904;-0,08456
71,83200;4,30971;25117,41936;1,28860;0,03005;313,96774;3,00519;1,03075;0,84330;-0,08499
71,93200;4,31560;25118,38138;1,28866;0,03016;313,97977;3,01590;1,03443;0,84303;-0,08497
72,03200;4,32177;25121,82534;1,28858;0,03020;314,02282;3,02043;1,03598;0,84445;-0,08511
72,13200;4,32771;25123,18790;1,28861;0,03029;314,03985;3,02948;1,03909;0,84539;-0,08520
72,23200;4,33376;25127,82276;1,28880;0,03042;314,09778;3,04222;1,04345;0,84358;-0,08502
72,33200;4,33966;25129,24969;1,28869;0,03051;314,11562;3,05082;1,04640;0,84816;-0,08548
72,43200;4,34544;25133,57341;1,28841;0,03054;314,16967;3,05416;1,04755;0,84140;-0,08480
72,53200;4,35171;25137,31778;1,28856;0,03064;314,21647;3,06388;1,05088;0,84285;-0,08495
72,63200;4,35760;25137,46619;1,28858;0,03072;314,21833;3,07233;1,05378;0,85647;-0,08632
72,73200;4,36382;25144,94956;1,28854;0,03082;314,31187;3,08184;1,05704;0,85520;-0,08619
72,83200;4,36977;25145,39659;1,28868;0,03088;314,31746;3,08788;1,05912;0,85784;-0,08646
72,93200;4,37560;25150,00999;1,28853;0,03094;314,37512;3,09403;1,06123;0,85540;-0,08621
73,03200;4,38160;25152,96221;1,28867;0,03103;314,41203;3,10286;1,06425;0,85228;-0,08590
73,13200;4,38755;25153,46825;1,28862;0,03111;314,41835;3,11149;1,06721;0,85965;-0,08664
73,23200;4,39376;25157,77588;1,28860;0,03118;314,47220;3,11765;1,06933;0,85481;-0,08615
73,33200;4,39966;25160,94446;1,28856;0,03128;314,51181;3,12775;1,07279;0,86999;-0,08768
73,43200;4,40571;25166,50558;1,28863;0,03132;314,58132;3,13225;1,07433;0,86747;-0,08743
73,53200;4,41166;25168,09881;1,28867;0,03147;314,60124;3,14684;1,07934;0,85675;-0,08635
73,63200;4,41750;25170,18557;1,28854;0,03152;314,62732;3,15202;1,08112;0,86763;-0,08744
73,73200;4,42377;25173,18428;1,28860;0,03160;314,66480;3,15967;1,08374;0,86103;-0,08678
73,83200;4,42966;25172,98579;1,28844;0,03171;314,66232;3,17129;1,08772;0,83757;-0,08442
73,93200;4,43571;25181,04494;1,28852;0,03176;314,76306;3,17601;1,08934;0,84341;-0,08500
74,03200;4,44177;25182,64174;1,28837;0,03183;314,78302;3,18315;1,09179;0,85776;-0,08645
74,13200;4,44755;25185,17911;1,28853;0,03190;314,81474;3,18958;1,09400;0,85301;-0,08597
74,23200;4,45371;25189,15772;1,28820;0,03198;314,86447;3,19756;1,09673;0,86687;-0,08737
74,33200;4,45966;25188,54439;1,28827;0,03206;314,85680;3,20553;1,09947;0,86372;-0,08705
74,43200;4,46576;25193,89451;1,28816;0,03215;314,92368;3,21499;1,10271;0,86782;-0,08746
74,53200;4,47166;25195,36078;1,28832;0,03224;314,94201;3,22400;1,10580;0,87451;-0,08814
74,63200;4,47760;25200,64652;1,28816;0,03234;315,00808;3,23427;1,10933;0,87303;-0,08799
74,73200;4,48371;25203,57907;1,28827;0,03242;315,04474;3,24150;1,11181;0,88835;-0,08953
74,83200;4,48950;25203,74179;1,28814;0,03250;315,04677;3,25043;1,11487;0,89384;-0,09009
74,93200;4,49587;25210,24525;1,28841;0,03256;315,12807;3,25641;1,11692;0,88848;-0,08955
75,03200;4,50176;25209,42986;1,28852;0,03267;315,11787;3,26718;1,12061;0,89585;-0,09029
75,13200;4,50766;25215,60967;1,28852;0,03277;315,19512;3,27707;1,12401;0,91259;-0,09198
75,23200;4,51371;25217,29052;1,28835;0,03283;315,21613;3,28270;1,12594;0,91338;-0,09206
75,33200;4,51944;25218,85335;1,28815;0,03292;315,23567;3,29189;1,12909;0,91407;-0,09212
75,43200;4,52571;25224,12121;1,28833;0,03304;315,30152;3,30388;1,13320;0,93149;-0,09388
75,53200;4,53171;25224,55037;1,28814;0,03310;315,30688;3,30968;1,13519;0,92841;-0,09357
75,63200;4,53787;25231,71902;1,28836;0,03318;315,39649;3,31841;1,13819;0,93441;-0,09418
75,73200;4,54366;25230,56567;1,28834;0,03332;315,38207;3,33151;1,14268;0,93287;-0,09402
75,83200;4,54955;25235,16476;1,28835;0,03338;315,43956;3,33802;1,14491;0,93861;-0,09460
75,93200;4,55571;25237,33735;1,28851;0,03348;315,46672;3,34819;1,14840;0,92813;-0,09354
76,03200;4,56155;25237,31589;1,28838;0,03358;315,46645;3,35803;1,15178;0,93192;-0,09392
76,13200;4,56776;25244,59541;1,28836;0,03368;315,55744;3,36758;1,15505;0,93202;-0,09393
76,23200;4,57371;25245,27133;1,28832;0,03377;315,56589;3,37678;1,15820;0,92999;-0,09373
76,33200;4,57955;25250,48196;1,28824;0,03383;315,63102;3,38322;1,16042;0,93364;-0,09410
76,43200;4,58566;25253,24464;1,28849;0,03392;315,66556;3,39177;1,16335;0,93349;-0,09408
76,53200;4,59160;25253,94380;1,28841;0,03398;315,67430;3,39792;1,16545;0,94132;-0,09487
76,63200;4,59776;25257,38776;1,28823;0,03412;315,71735;3,41244;1,17043;0,93017;-0,09375
76,73200;4,60371;25259,82499;1,28822;0,03421;315,74781;3,42123;1,17345;0,94382;-0,09512
76,83200;4,60966;25264,91940;1,28814;0,03427;315,81149;3,42731;1,17554;0,94263;-0,09500
76,93200;4,61566;25267,13133;1,28845;0,03440;315,83914;3,44000;1,17989;0,94423;-0,09517
77,03200;4,62150;25269,15908;1,28842;0,03448;315,86449;3,44752;1,18247;0,94539;-0,09528
77,13200;4,62776;25272,87841;1,28838;0,03454;315,91098;3,45351;1,18452;0,93898;-0,09464
77,23200;4,63366;25273,28074;1,28841;0,03464;315,91601;3,46440;1,18826;0,95233;-0,09598
77,33200;4,63976;25280,68185;1,28843;0,03472;316,00852;3,47167;1,19075;0,95213;-0,09596
77,43200;4,64577;25281,84950;1,28832;0,03479;316,02312;3,47899;1,19326;0,95049;-0,09580
77,53200;4,65144;25284,55496;1,28844;0,03488;316,05694;3,48780;1,19629;0,94728;-0,09547
77,63200;4,65771;25289,40260;1,28847;0,03499;316,11753;3,49901;1,20013;0,95168;-0,09592
